Transport_ID,TripID,RouteID,StopID,StopName,WeekBeginning,NumberOfBoardings
T5102,63511,721,15830,52 Main South Rd,2014-05-04 00:00:00,1
T5103,319,452,18139,78C Peachey Rd,2013-10-13 00:00:00,6
T5104,36853,560P,10405,54 John Rice Av,2013-07-28 00:00:00,2
T5105,20131,506,11408,43S Smart Rd,2014-06-15 00:00:00,1
T5106,46938,200,14427,17A East Pky,2013-10-06 00:00:00,2
T5107,65029,720,14575,19 South Rd,2014-02-23 00:00:00,1
T5108,5800,H30S,16453,18 Henley Beach Rd,2014-06-08 00:00:00,3
T5109,12926,W90M,14735,25 Bradley Gr,2014-03-02 00:00:00,1
T5110,51294,M44,13361,W2 King William St,2013-06-30 00:00:00,8
T5111,10362,H21,16379,15 The Parade,2014-02-02 00:00:00,1
T5112,27710,228F,10205,67 Yorktown Rd,2013-09-01 00:00:00,1
T5113,15793,263,14248,14A Anzac Hwy,2014-01-26 00:00:00,1
T5114,31192,863,14814,37 Mount Barker Rd,2013-10-06 00:00:00,1
T5115,13930,147,13286,F1 North Tce,2014-05-25 00:00:00,5
T5116,9790,B10,13364,W3 Currie St,2014-06-08 00:00:00,5
T5117,36822,560,10431,53A Jarvis Rd,2014-06-08 00:00:00,6
T5118,27930,241,14513,18 Adelaide Tce,2013-08-25 00:00:00,1
T5119,33085,734,14982,31 Sturt Rd,2013-10-06 00:00:00,4
T5120,15751,263,13904,5A Anzac Hwy,2014-02-09 00:00:00,2
T5121,45561,168,14374,21 Gordon St,2013-06-30 00:00:00,1
T5122,48983,733,15333,33 Main South Rd,2013-07-28 00:00:00,10
T5123,12388,239,11913,29 Days Rd,2013-09-22 00:00:00,4
T5124,12679,235,13267,1 Frome Rd,2013-08-18 00:00:00,4
T5125,10168,118,12523,31 Tapleys Hill Rd,2014-04-06 00:00:00,4
T5126,17110,N254,13261,Z3 King William St,2014-01-19 00:00:00,5
T5127,18275,861,13352,V1 Currie St,2014-05-04 00:00:00,4
T5128,53392,502,11448,34A Walkleys Rd,2013-12-15 00:00:00,2
T5129,57300,600B,15106,Zone A Registry Rd Flinders Un,2013-11-24 00:00:00,1
T5130,12028,251,13700,1 Anzac Hwy,2014-06-15 00:00:00,2
T5131,28178,273,13032,3A Melbourne St,2013-12-08 00:00:00,1
T5132,44751,117,17483,36 Bartley Tce,2014-01-19 00:00:00,3
T5133,58115,C1T,13328,H1 Grenfell St,2013-10-06 00:00:00,3
T5134,11695,155,12546,18 Port Rd,2014-03-30 00:00:00,4
T5135,64404,681,15542,57H Cherub St,2014-06-08 00:00:00,4
T5136,36809,560,11293,36A Montague Rd,2013-10-20 00:00:00,3
T5137,64269,B10,13139,15 Magill Rd,2013-12-15 00:00:00,1
T5138,33847,117,11674,39 Church St,2013-09-22 00:00:00,1
T5139,12155,237,11662,24B Grand Junction Rd,2013-10-13 00:00:00,1
T5140,65380,721F,15687,44 Old South Rd,2014-04-20 00:00:00,5
T5141,50082,H20,12493,23A Newton Rd,2013-09-01 00:00:00,1
T5142,487,723F,15645,39B Regency Rd,2014-06-01 00:00:00,2
T5143,5591,653,12351,34 Frederick Rd,2014-05-04 00:00:00,5
T5144,29076,556,12070,28 Lower North East Rd,2013-08-25 00:00:00,1
T5145,220,749,16189,81 Commercial Rd,2013-12-15 00:00:00,1
T5146,15322,M44,13373,Y2 Currie St,2014-05-18 00:00:00,3
T5147,6037,190,14316,13C Grange Rd,2014-03-09 00:00:00,10
T5148,13497,232,12263,Zone F Arndale Interchange,2014-05-18 00:00:00,3
T5149,51594,W90,13283,S1 North Tce,2013-08-11 00:00:00,1
T5150,58543,G10B,14536,18 Goodwood Rd,2013-07-21 00:00:00,4
T5151,5899,300,14110,170 Cross Rd,2014-05-04 00:00:00,1
T5152,12022,251,16279,X2 King William St,2014-05-04 00:00:00,68
T5153,11529,245,14094,11  Marion Rd,2014-05-04 00:00:00,1
T5154,21252,263,14305,20 Anzac Hwy,2014-03-30 00:00:00,4
T5155,6045,190,13766,2 Unley Rd,2014-03-09 00:00:00,10
T5156,22310,745,17206,92 Grand Bvd,2014-06-15 00:00:00,1
T5157,6605,230,12481,14A Pym St,2014-05-18 00:00:00,2
T5158,50511,H30,13312,X1 Pulteney St,2013-10-27 00:00:00,5
T5159,50462,H30,13015,10  Portrush Rd,2013-08-11 00:00:00,2
T5160,49653,B10,12569,32A Frederick Rd,2013-10-06 00:00:00,1
T5161,275,400,10256,61 Midway Rd,2014-04-27 00:00:00,1
T5162,14543,H22,13348,E1 Currie St,2014-05-11 00:00:00,11
T5163,58156,C1T,12126,Zone D Paradise Interchange,2013-09-22 00:00:00,1
T5164,58917,M44,13280,R2 North Tce,2013-11-24 00:00:00,8
T5165,31241,864,14683,24 Crafers Ramp,2013-10-27 00:00:00,1
T5166,4440,271,12292,20 North East Rd,2013-07-07 00:00:00,3
T5167,12791,168,13549,R1 West Tce,2014-03-16 00:00:00,1
T5168,33916,117,12387,33C West Lakes Bvd,2013-09-01 00:00:00,3
T5169,16001,G10B,12378,15 Prospect Rd,2014-04-20 00:00:00,8
T5170,36379,411,10467,45A Burton Rd,2014-03-23 00:00:00,2
T5171,19782,300M,14897,29F Diagonal Rd,2014-06-29 00:00:00,1
T5172,8007,506,11125,62 Kelly Rd,2014-02-23 00:00:00,2
T5173,27477,224,12288,17 Main North Rd,2014-06-29 00:00:00,4
T5174,45877,172,18049,13 Tutt Ave,2013-09-22 00:00:00,10
T5175,13785,174,12687,16 Payneham Rd,2014-03-30 00:00:00,1
T5176,264,400,10329,56B Hogarth Rd,2013-10-27 00:00:00,1
T5177,22594,750,17672,114A Pridham Bvd,2014-05-04 00:00:00,2
T5178,52672,224,10335,55A Mofflin Rd,2014-06-15 00:00:00,1
T5179,18063,506,11112,39D Sleep Rd,2013-12-29 00:00:00,1
T5180,50233,H22,13346,U2 Grenfell St,2013-08-04 00:00:00,10
T5181,27171,203F,12075,22 Hampstead Rd,2013-06-30 00:00:00,3
T5182,10053,208,13546,Q1 King William St,2014-07-06 00:00:00,1
T5183,14544,H22,13329,H Grenfell St,2014-02-16 00:00:00,1
T5184,65353,721F,15129,30 Main South Rd,2014-03-09 00:00:00,2
T5185,13808,174,12778,13  Payneham Rd,2014-03-30 00:00:00,3
T5186,4192,271,12473,16 North East Rd,2014-01-12 00:00:00,2
T5187,13203,254X,11710,31 Grand Junction Rd,2014-03-09 00:00:00,2
T5188,16759,251,12818,11 Hawker St,2014-01-05 00:00:00,1
T5189,2170,415,10486,55 Saints Rd,2014-03-23 00:00:00,1
T5190,62999,H33,13364,W3 Currie St,2014-01-12 00:00:00,5
T5191,14066,271,12295,20 North East Rd,2014-04-06 00:00:00,5
T5192,63082,756,17079,93 Main Rd,2013-12-01 00:00:00,1
T5193,52454,157,13141,4 Port Rd,2013-11-24 00:00:00,1
T5194,27344,222,17380,33D Mawson Lakes Bvd,2014-06-01 00:00:00,1
T5195,3633,451,10101,73 Peachey Rd,2013-07-14 00:00:00,1
T5196,28054,248,13374,D1 King William St,2014-01-05 00:00:00,12
T5197,11202,147,13398,F1 Hutt St,2014-05-25 00:00:00,1
T5198,48783,721F,15895,55 Main South Rd,2013-10-06 00:00:00,13
T5199,17095,254,12716,14 Hawker St,2013-08-04 00:00:00,2
T5200,3032,G40M,10777,60A Bicentenial Dr,2013-09-08 00:00:00,1
T5201,6759,W91,18497,P1 Morphett Street,2014-02-02 00:00:00,1
T5202,5926,300,12311,20 Regency Rd,2014-04-13 00:00:00,3
T5203,28081,262,14763,31 Brighton Rd,2013-09-15 00:00:00,3
T5204,45413,167,13353,V2 Currie St,2013-09-29 00:00:00,3
T5205,16356,M44,14294,14 Marion Rd,2014-05-18 00:00:00,1
T5206,10568,208B,13470,T1 Victoria Sq,2014-06-15 00:00:00,2
T5207,323,452,17126,Zone D Munno Para Shopping Cen,2013-06-30 00:00:00,4
T5208,57052,300,12748,135 O G Rd,2013-11-03 00:00:00,1
T5209,49000,733,15903,56 Wheatsheaf Rd,2013-08-11 00:00:00,1
T5210,56977,300,12262,114 Regency Rd,2013-11-03 00:00:00,5
T5211,11326,H30S,13276,I3 North Tce,2014-06-15 00:00:00,4
T5212,20310,645,15148,37 Neath Av,2014-05-25 00:00:00,1
T5213,14092,271,12712,10 North East Rd,2014-03-23 00:00:00,1
T5214,50122,H20,16383,13 The Parade,2013-10-20 00:00:00,1
T5215,13072,190,13853,4 Unley Rd,2014-05-18 00:00:00,1
T5216,57029,300,14928,26 Main South Rd,2013-08-11 00:00:00,1
T5217,18038,506,11867,29C Sudholz Rd,2013-10-06 00:00:00,5
T5218,36375,411,10628,39A Jamison St,2014-06-29 00:00:00,1
T5219,50410,H30,13372,Y1 Currie St,2013-10-20 00:00:00,1
T5220,10618,235,13287,B1 Pulteney St,2014-03-23 00:00:00,2
T5221,17040,253X,16279,X2 King William St,2014-01-19 00:00:00,10
T5222,12723,253X,12213,Zone D Arndale Interchange,2014-03-23 00:00:00,29
T5223,1918,405,17936,49P Yalumba Dr,2014-03-16 00:00:00,3
T5224,20260,542,10832,68 Yatala Vale Rd,2014-04-06 00:00:00,1
T5225,10330,H20,13364,W3 Currie St,2014-06-01 00:00:00,5
T5226,33989,118,12694,28 Trimmer Pde,2014-01-19 00:00:00,3
T5227,36336,411,10526,Zone B Salisbury Interchange,2014-02-09 00:00:00,43
T5228,53323,451,17126,Zone D Munno Para Shopping Cen,2014-05-04 00:00:00,1
T5229,63488,721,14291,13 South Rd,2014-06-22 00:00:00,1
T5230,856,733,15960,52T Taylors Av,2014-01-12 00:00:00,2
T5231,10776,H22,16375,15A The Parade,2014-02-02 00:00:00,3
T5232,48297,500,11800,28 Sudholz Rd,2014-01-12 00:00:00,1
T5233,57020,300,14551,18C Springbank Rd,2013-07-21 00:00:00,3
T5234,47931,288,16335,32A Sportsmans Dr,2013-10-20 00:00:00,1
T5235,45167,150,12359,23 Port Rd,2013-07-28 00:00:00,3
T5236,31188,863,14683,24 Crafers Ramp,2013-12-08 00:00:00,3
T5237,6980,230,13002,5 Jeffcott St,2014-05-11 00:00:00,1
T5238,16843,252A,11817,28 Medika Bvd,2013-11-17 00:00:00,2
T5239,27329,222,12902,6 O Connell St,2013-09-15 00:00:00,1
T5240,51164,J2,13306,B2 Pulteney St,2013-11-24 00:00:00,4
T5241,50099,H20,13235,19A Penfold Rd,2013-12-29 00:00:00,1
T5242,52691,225,17435,49 / A Church St,2014-04-27 00:00:00,4
T5243,48400,502,16600,39 Bridge Rd,2013-10-13 00:00:00,4
T5244,12786,168,13821,8A Galway Av,2014-06-08 00:00:00,2
T5245,14272,178,12639,19 Montacute Rd,2014-06-08 00:00:00,3
T5246,53315,442,10224,Zone B Elizabeth City Centre,2013-09-01 00:00:00,8
T5247,10658,141,13395,10 Kensington Rd,2014-02-23 00:00:00,4
T5248,17282,263,14303,19 Anzac Hwy,2014-01-19 00:00:00,1
T5249,10527,208,11948,29B Sudholz Rd,2014-03-30 00:00:00,2
T5250,50544,H30,13175,8 Magill Rd,2013-12-08 00:00:00,1
T5251,16791,251,13700,1 Anzac Hwy,2013-07-14 00:00:00,1
T5252,7772,200,13932,6 King William Rd,2014-05-18 00:00:00,3
T5253,57110,300G,17523,Zone C Registry Rd Flinders Un,2013-08-18 00:00:00,6
T5254,12833,170,13764,2 George St,2014-04-06 00:00:00,3
T5255,13624,265,13992,8 Anzac Hwy,2014-03-30 00:00:00,2
T5256,27310,222,11584,26 Main North Rd,2013-12-29 00:00:00,1
T5257,65073,720H,14676,21 South Rd,2014-01-19 00:00:00,1
T5258,27754,228F,16288,V1 King William St,2013-07-28 00:00:00,4
T5259,36512,440,10102,77 Hamblynn Rd,2014-02-09 00:00:00,2
T5260,46648,190,14323,13D Grange Rd,2013-06-30 00:00:00,1
T5261,30393,734,17118,Zone A Old Reynella Interchang,2013-08-25 00:00:00,14
T5262,27632,228,10385,54 Main North Rd,2013-10-20 00:00:00,1
T5263,27167,203F,13700,1 Anzac Hwy,2013-08-11 00:00:00,5
T5264,59156,M44T,13281,G3 North Tce,2013-07-28 00:00:00,3
T5265,53110,273,12145,22 North East Rd,2013-07-28 00:00:00,2
T5266,27483,224,16291,U1 Victoria Sq,2014-03-02 00:00:00,6
T5267,14815,C2,12129,Zone C Paradise Interchange,2014-06-15 00:00:00,28
T5268,15688,G10,13078,2 King William Rd,2014-04-27 00:00:00,1
T5269,34378,144,13693,11  Portrush Rd,2013-07-21 00:00:00,1
T5270,36427,411U,10555,42A Kings Rd,2014-01-12 00:00:00,4
T5271,11681,155,12359,23 Port Rd,2014-02-02 00:00:00,1
T5272,5631,100,14045,19  Portrush Rd,2014-03-02 00:00:00,1
T5273,6504,190B,13933,6 Unley Rd,2014-05-04 00:00:00,1
T5274,49347,753H,16029,68 Beach Rd,2013-07-07 00:00:00,3
T5275,27656,228,10135,74 Hamblynn Rd,2014-01-19 00:00:00,1
T5276,34162,141,13345,E2 Currie St,2013-07-21 00:00:00,3
T5277,57263,600,15052,32A Coromandel Pde,2013-09-29 00:00:00,1
T5278,52723,228,12297,17 Main North Rd,2014-07-06 00:00:00,1
T5279,50534,H30,16444,25 Henley Beach Rd,2013-07-28 00:00:00,4
T5280,32859,208,11844,26 Folland Av,2013-10-13 00:00:00,2
T5281,14257,178,12582,26 Montacute Rd,2014-06-22 00:00:00,2
T5282,10293,H20,16393,9 The Parade,2014-06-22 00:00:00,11
T5283,929,401,17440,60 Waterloo Corner Rd,2013-11-03 00:00:00,3
T5284,57026,300,12973,24 Grange Rd,2013-09-01 00:00:00,2
T5285,48299,500,11144,38A Bridge Rd,2013-11-24 00:00:00,2
T5286,7425,503,11550,36 Nelson Rd,2014-02-16 00:00:00,1
T5287,6957,502,11524,33A Walkleys Rd,2014-06-08 00:00:00,1
T5288,50461,H30,12855,25A Morialta Rd,2013-12-01 00:00:00,1
T5289,27579,225,10635,47 Cross Keys Rd,2013-06-30 00:00:00,3
T5290,53748,560,10997,41 Kesters Rd,2013-11-03 00:00:00,2
T5291,48721,719,13453,D1 Grote St,2013-08-25 00:00:00,2
T5292,48419,502,10528,Zone H Salisbury Interchange,2013-07-28 00:00:00,8
T5293,9238,B10,13352,V1 Currie St,2014-04-06 00:00:00,32
T5294,9644,541,16621,57A Hancock Rd,2014-02-23 00:00:00,1
T5295,12764,168,13343,E3 Currie St,2014-06-08 00:00:00,1
T5296,27300,222,17380,33D Mawson Lakes Bvd,2014-02-16 00:00:00,7
T5297,64216,749,17100,84A Grand Bvd,2013-12-01 00:00:00,3
T5298,12885,W90,12721,13C Broad St,2014-02-09 00:00:00,2
T5299,57490,646,15204,38 Morphett Rd,2013-11-03 00:00:00,2
T5300,58532,G10A,12066,19 Prospect Rd,2013-08-11 00:00:00,8
T5301,18407,542X,11153,51 North East Rd,2014-07-06 00:00:00,16
T5302,28024,248,14680,27 Diagonal Rd,2013-08-18 00:00:00,1
T5303,46898,200,13768,2 King William Rd,2013-07-14 00:00:00,1
T5304,65023,720,13301,B1 King William St,2014-06-08 00:00:00,4
T5305,65502,202F,11552,30 Briens Rd,2013-12-08 00:00:00,8
T5306,9314,507,11768,32 North East Rd,2013-11-24 00:00:00,1
T5307,1338,190,13853,4 Unley Rd,2013-12-08 00:00:00,11
T5308,21004,C1,10945,50 Golden Grove Rd,2014-03-23 00:00:00,3
T5309,10656,141,13425,1 Kensington Rd,2014-05-11 00:00:00,1
T5310,45603,170,16659,23 Waite Rd,2013-10-13 00:00:00,10
T5311,13603,265,14160,13 Anzac Hwy,2014-04-27 00:00:00,2
T5312,7030,232,12788,8 Torrens Rd,2014-02-16 00:00:00,8
T5313,18212,248,14506,21 Hendrie St,2014-02-02 00:00:00,5
T5314,5642,100,12941,17  Grange Rd,2014-06-15 00:00:00,5
T5315,13737,174,12842,11 Payneham Rd,2014-05-18 00:00:00,2
T5316,1612,230,12484,15 Pym St,2013-12-15 00:00:00,2
T5317,27581,225,10635,47 Cross Keys Rd,2014-02-23 00:00:00,1
T5318,17410,838H,17888,Zone B Dutton Rd,2014-05-11 00:00:00,3
T5319,29628,720H,17969,Zone A Hallett Cove Shopping C,2013-11-10 00:00:00,4
T5320,45321,162,13531,8 Sir Donald Bradman Dr,2013-10-20 00:00:00,14
T5321,8367,288,13123,23 Valetta Rd,2014-05-11 00:00:00,2
T5322,5781,H30,12460,37 Graves St,2014-02-02 00:00:00,1
T5323,93,451,10016,76 President Av,2014-04-20 00:00:00,1
T5324,17162,263,14079,11 Anzac Hwy,2014-01-05 00:00:00,5
T5325,12582,174,13354,D1 Currie St,2014-06-22 00:00:00,1
T5326,51623,W90,14597,20C Daws Rd,2013-07-21 00:00:00,2
T5327,31049,861,13834,7 Glen Osmond Rd,2013-07-14 00:00:00,1
T5328,11252,H30,12328,34 Graves St,2014-03-16 00:00:00,2
T5329,13070,190,14390,15B Raglan Av,2014-03-16 00:00:00,1
T5330,27558,225,10775,44C Northbri Av,2014-04-13 00:00:00,2
T5331,20033,600,14999,27 Shepherds Hill Rd,2014-02-16 00:00:00,1
T5332,28658,442,10192,75 Turner Dr,2014-05-18 00:00:00,1
T5333,9723,B10,13214,2 North Tce,2014-06-29 00:00:00,2
T5334,5995,178F,12004,38 Coulls Rd,2014-03-30 00:00:00,13
T5335,46023,174,12501,20 Lower North East Rd,2013-07-07 00:00:00,1
T5336,12495,172,14036,9 Duthy St,2014-06-08 00:00:00,2
T5337,58192,C2,17189,Zone B Klemzig Interchange,2013-11-10 00:00:00,35
T5338,49648,B10,13354,D1 Currie St,2013-07-21 00:00:00,2
T5339,50503,H30,13276,I3 North Tce,2013-07-21 00:00:00,3
T5340,9355,H22,13335,9A  Holbrooks Rd,2014-01-26 00:00:00,2
T5341,46904,200,14188,13 Sussex Tce,2013-08-11 00:00:00,1
T5342,29082,557X,12070,28 Lower North East Rd,2013-08-11 00:00:00,3
T5343,50089,H20,13329,H Grenfell St,2013-11-10 00:00:00,8
T5344,29524,719,13901,5 Anzac Hwy,2013-09-08 00:00:00,2
T5345,5629,100,12472,220 Woodville Rd,2014-06-15 00:00:00,5
T5346,28013,248,14408,18 Bray St,2013-12-15 00:00:00,4
T5347,1646,230,12489,16 Pym St,2014-01-12 00:00:00,1
T5348,58216,C2,10945,50 Golden Grove Rd,2013-10-13 00:00:00,8
T5349,46381,178,12637,20 Montacute Rd,2013-12-15 00:00:00,3
T5350,53462,503,12097,Zone F Paradise Interchange,2013-12-22 00:00:00,9
T5351,14270,178,12812,12 Payneham Rd,2014-04-13 00:00:00,6
T5352,207,722F,15989,57A Doctors Rd,2014-04-27 00:00:00,4
T5353,2860,N3,15033,36 Cedar Av,2013-12-22 00:00:00,2
T5354,13217,171,14375,17 Albert St A,2014-05-11 00:00:00,3
T5355,9273,B10,13178,7 Magill Rd,2014-02-09 00:00:00,2
T5356,51186,J2,13559,10A Sir Donald Bradman Dr,2013-11-17 00:00:00,2
T5357,12999,178,12578,27 Montacute Rd,2014-06-08 00:00:00,2
T5358,10065,208,11925,29B Sudholz Rd,2014-05-18 00:00:00,3
T5359,50854,J1,13520,7 Sir Donald Bradman Dr,2013-09-01 00:00:00,1
T5360,49707,B10C,13158,12 Magill Rd,2013-07-14 00:00:00,4
T5361,14123,273,11937,28 North East Rd,2014-02-09 00:00:00,9
T5362,49673,B10,13330,G3 Grenfell St,2013-09-08 00:00:00,29
T5363,15126,G10,16282,C2 King William St,2014-04-20 00:00:00,10
T5364,51553,W90,14822,27 Bradley Gr,2014-01-12 00:00:00,5
T5365,27425,222,12902,6 O'Connell St,2014-04-20 00:00:00,1
T5366,27692,228F,10411,53 Main North Rd,2014-05-18 00:00:00,5
T5367,57063,300G,14972,Zone E Marion Interchange,2013-08-25 00:00:00,3
T5368,29576,720,14628,20 South Rd,2013-08-25 00:00:00,8
T5369,16778,250,12068,25A Liberty Gr,2013-06-30 00:00:00,2
T5370,12760,168,13886,11 Streeters Rd,2014-07-06 00:00:00,2
T5371,7518,286,13099,25 Valetta Rd,2014-03-16 00:00:00,4
T5372,61885,744,16100,55 Honeypot Rd,2013-11-24 00:00:00,1
T5373,19668,557,11428,46 Perseverance Rd,2014-03-23 00:00:00,5
T5374,27516,224F,12139,18 Main North Rd,2013-11-03 00:00:00,6
T5375,48288,500,10787,43D Bridge Rd,2013-07-07 00:00:00,2
T5376,15282,C1,10465,51 Main North Rd,2014-03-16 00:00:00,1
T5377,50540,H30,16453,18 Henley Beach Rd,2013-08-18 00:00:00,2
T5378,5930,300,13319,9  Portrush Rd,2014-03-23 00:00:00,6
T5379,50766,H31C,12804,20 Reid Av,2013-11-10 00:00:00,1
T5380,6553,195F,14331,14 Belair Rd,2014-04-27 00:00:00,2
T5381,11808,H33C,12803,21 Reid Av,2014-06-08 00:00:00,6
T5382,11648,150,12774,12 Port Rd,2014-03-02 00:00:00,7
T5383,62723,232,13058,4 Ward St,2013-12-15 00:00:00,1
T5384,15633,C1T,13339,F2 Grenfell St,2014-02-02 00:00:00,4
T5385,58040,C1G,11378,Zone E Tea Tree Plaza Intercha,2013-08-11 00:00:00,5
T5386,12771,168,13825,8B Galway Av,2014-02-23 00:00:00,2
T5387,36851,560P,10720,44B Bridge Rd,2013-09-29 00:00:00,1
T5388,7813,503,11925,29B Sudholz Rd,2014-03-09 00:00:00,12
T5389,10219,118,12747,23  Findon Rd,2014-05-18 00:00:00,1
T5390,973,734,15779,54 Sherriffs Rd,2014-05-18 00:00:00,3
T5391,17147,265,14041,10 Anzac Hwy,2013-11-24 00:00:00,5
T5392,10162,118,12236,33A Tapleys Hill Rd,2014-04-06 00:00:00,1
T5393,31127,861,13394,E1 Pulteney St,2013-08-18 00:00:00,1
T5394,17041,254X,16279,X2 King William St,2013-10-06 00:00:00,42
T5395,17379,502,10528,Zone H Salisbury Interchange,2013-07-28 00:00:00,9
T5396,564,361,11596,35N Grand Junction Rd,2013-12-01 00:00:00,1
T5397,44783,117,12616,30 Tapleys Hill Rd,2013-09-22 00:00:00,3
T5398,64738,683,15647,63 Cormorant Dr,2014-02-23 00:00:00,5
T5399,5929,300,14104,170 Cross Rd,2014-05-18 00:00:00,1
T5400,49621,B10,12988,26 Grange Rd,2013-09-29 00:00:00,3
T5401,17830,265,16289,E1 King William St,2013-10-27 00:00:00,1
T5402,50865,J1,13531,8 Sir Donald Bradman Dr,2013-08-11 00:00:00,2
T5403,16698,252,11922,26A Trafford St,2013-09-29 00:00:00,5
T5404,5923,300,15073,26B University Dr,2014-02-09 00:00:00,2
T5405,17250,820,13652,9 Greenhill Rd,2014-06-08 00:00:00,1
T5406,57329,601,15053,Zone B Flinders Medical Centre,2013-12-22 00:00:00,5
T5407,16363,M44,14389,16 Marion Rd,2014-06-29 00:00:00,1
T5408,20366,646,15230,40 Morphett Rd,2014-07-06 00:00:00,3
T5409,5803,H30S,13180,6 Magill Rd,2014-05-18 00:00:00,1
T5410,63466,720H,15003,35 Sturt Rd,2014-05-04 00:00:00,1
T5411,11101,241,17565,24 Oaklands Rd,2014-02-23 00:00:00,5
T5412,49649,B10,12933,16 Grange Rd,2013-07-21 00:00:00,4
T5413,11239,H30,12981,12 Coorara Av,2014-05-04 00:00:00,2
T5414,45904,172,13735,1 George St,2013-08-25 00:00:00,7
T5415,17148,263,14297,18 Anzac Hwy,2013-12-15 00:00:00,5
T5416,6071,190,14349,14A Edward St,2014-05-04 00:00:00,1
T5417,12067,251,12889,8 Hawker St,2014-05-11 00:00:00,6
T5418,5732,117,12806,21  Crittenden Rd,2014-03-16 00:00:00,1
T5419,14852,G10,16289,E1 King William St,2014-02-23 00:00:00,5
T5420,9714,B10,12940,17  Grange Rd,2014-04-13 00:00:00,3
T5421,20818,C1,11378,Zone E Tea Tree Plaza Intercha,2014-04-06 00:00:00,6
T5422,27089,202F,17909,34A Wright Rd,2013-12-08 00:00:00,1
T5423,48361,501,11182,33A Mawson Lakes Bvd,2013-07-14 00:00:00,1
T5424,7415,503,11859,32 Lyons Rd,2014-04-27 00:00:00,1
T5425,49662,B10,12789,30A Frederick Rd,2013-08-04 00:00:00,2
T5426,477,400,10370,58A Quadrant Av,2013-11-10 00:00:00,3
T5427,45847,172,13792,3 George St,2013-07-28 00:00:00,1
T5428,44897,141,13395,10 Kensington Rd,2013-12-15 00:00:00,12
T5429,7916,506,11814,30 North East Rd,2014-03-16 00:00:00,1
T5430,20380,646,15230,40 Morphett Rd,2014-04-06 00:00:00,2
T5431,50457,H30,13279,R1 North Tce,2013-09-08 00:00:00,4
T5432,12469,J8,12521,219 Woodville Rd,2014-01-26 00:00:00,2
T5433,42155,N3,15938,63A Peregrine Cr,2013-07-21 00:00:00,4
T5434,13669,265,15176,37 Seacombe Rd,2014-04-13 00:00:00,2
T5435,9661,541,11367,Zone F Tea Tree Plaza Intercha,2014-03-09 00:00:00,19
T5436,15721,263,13860,4 Anzac Hwy,2014-04-27 00:00:00,11
T5437,8771,200B,13715,1 King William Rd,2014-05-11 00:00:00,4
T5438,28027,248,14453,20 Hendrie St,2013-11-17 00:00:00,3
T5439,619,725,15700,46 Grant Rd,2014-01-19 00:00:00,2
T5440,15852,G21,13274,A2 King William Rd,2014-05-18 00:00:00,4
T5441,64563,B10,13127,16 Magill Rd,2013-12-01 00:00:00,4
T5442,28961,541X,11166,50 Hancock Rd,2013-12-22 00:00:00,1
T5443,14286,178,12654,17 Payneham Rd,2014-04-20 00:00:00,5
T5444,58370,G10,12563,12 Prospect Rd,2013-09-29 00:00:00,3
T5445,15144,G10,12662,10 Prospect Rd,2014-04-20 00:00:00,1
T5446,11500,241,14415,15 Towers Tce,2014-03-02 00:00:00,4
T5447,11241,H30,16419,6 Henley Beach Rd,2014-02-16 00:00:00,5
T5448,10052,208,12195,20A Muller Rd,2014-03-30 00:00:00,1
T5449,451,400,10344,56A Guerin Rd,2013-11-10 00:00:00,1
T5450,36429,411U,10624,39C Andrew Smith Dr,2013-09-01 00:00:00,20
T5451,11577,248,14963,Zone B Marion Interchange,2014-02-02 00:00:00,13
T5452,14557,H22C,16468,20 Penfold Rd,2014-03-16 00:00:00,1
T5453,20010,600,15118,28A Shepherds Hill Rd,2014-03-02 00:00:00,1
T5454,17854,861,13354,D1 Currie St,2014-06-08 00:00:00,10
T5455,56955,232,12660,11 Harrison Rd,2013-09-22 00:00:00,1
T5456,28121,265,14212,14 Anzac Hwy,2014-01-12 00:00:00,11
T5457,53696,556,11529,38 Grand Junction Rd,2013-12-29 00:00:00,1
T5458,9980,J1,13522,5C Sir Donald Bradman Dr,2014-02-16 00:00:00,2
T5459,17871,861,13370,D2 Pulteney St,2014-04-20 00:00:00,12
T5460,31231,864,14040,13 Glen Osmond Rd,2013-09-29 00:00:00,1
T5461,5919,300,16377,28 Seaview Rd,2014-04-27 00:00:00,2
T5462,45276,157,17774,36C Bower Rd,2013-11-03 00:00:00,1
T5463,29823,721F,14394,15 South Rd,2013-10-13 00:00:00,2
T5464,12591,174,13051,7 Payneham Rd,2014-03-02 00:00:00,1
T5465,45245,155,12425,21 Port Rd,2013-12-29 00:00:00,2
T5466,16060,G20,15311,39 Ridgeway Dr,2014-02-23 00:00:00,1
T5467,65004,720,14168,10 South Rd,2014-04-27 00:00:00,1
T5468,15017,G10B,12693,9 Prospect Rd,2014-04-06 00:00:00,1
T5469,45589,170,16657,22 Waite Rd,2013-09-08 00:00:00,10
T5470,10311,H20,16373,16A The Parade,2014-06-08 00:00:00,5
T5471,13015,178,12614,23A Montacute Rd,2014-02-16 00:00:00,2
T5472,48745,720,14192,10 South Rd,2013-08-11 00:00:00,4
T5473,15517,G10B,12378,15 Prospect Rd,2014-03-09 00:00:00,3
T5474,48387,501,17189,Zone B Klemzig Interchange,2013-11-17 00:00:00,4
T5475,11248,H30,12450,35 Graves St,2014-03-09 00:00:00,2
